year,month,title,description,pubDate
2003,2,태백산 사진여행기 (1),▲ 새벽 태백역의 전경 ⓒ2003 임채우 태백 눈축제가 얼마 남지 않았다는 소식을 듣고 태백으로의 사진 여행을 계획했다. 처음에는 당일치기로 다녀... 스포츠 경기장)의 개장으로 모터스포츠를 좋아하는 나로서는 일년에도 몇번씩 가야하는 곳으로 되어버렸다. 사실 태백으로의 기차 여행은 밤보다는 낮에...,2003-02-04 00:00:00
2003,2,[독자의 목소리] 대통령 취임식도 변화 필요 청와대에서 간소하게 해야,이번 16대 대통령 취임식은 예전보다 더 축제 형식을 가미해 거행되는 듯하다. 국민의 다수 의사로 선출된 대통령이기에 이에 걸맞은 의식은 있는 것이... 함께 선서와 취임사만으로 끝내고 이를 TV로 국민에게 중계하는 것 만으로도 족하리라 생각하며 간소한 취임식을 건의한다. 황현성(경기도 화성시 태안읍),2003-02-04 00:00:00
2003,2,［NBA］말론 ‘비가오나 눈이오나’ 출장,"NBA에서 말론보다 많은 경기에 출장한 선수는 로버트 패리시(1,611경기)·카림 압둘자바(1,560)·존 스탁턴(1,470) 등 3명뿐이다. 말론은 이날 35분간 18득점·6리바운드·5어시스트를 기록하며 꾸준한 활약을 보였지만 종료 13.1초를 남기고 터진 댈러스의 닉 밴 엑셀의 역전 3점슛으로 대기록 달성의 축제...",2003-02-04 00:00:00
2003,2,정월대보름 하늘 수놓을 '불조각',"이어 3부 여흥시간에는 산청의 특산물인 토종 흙돼지구이 등, 먹고 마시는 축제의 한마당이 준비돼 참석자들이 오감을 즐기게 한다. 이렇게 단계적으로... 그의 작가정신이 말하듯 전국에는 그가 기획하고 조성한 국제 조각공원이 7곳(강원 영월·경기 이천·경남 산청·경북 김천·충남 부여·부산 UN기념공원...",2003-02-05 00:00:00
2003,2,지방자치시대에 알맞은 기업형 야구단 유치,"프로야구단이 창단되기 위한 가장 큰 요인은 바로 수익성이 내재된 경기장이 필요한 것인데, 현재 상황에서 신생팀 창단은 말 그대로 계란으로 바위를... 수많은 지역 축제들을 보면서 언론에 관심을 받기 위해 노력하고, 지역의 이름을 알리기 위해 많은 비용이 투입됨에도 별다른 효과를 내지 못하는 것은...",2003-02-05 00:00:00
2003,2,방송사 아시안게임 외면,일본 아오모리에서 겨울철 아시아경기대회가 한창이다. 8일까지 계속되는 이 대회는 아시아인들의 겨울축제라고 할 수 있을 정도로 큰 대회다. 신문에서는 연일 스포츠면 한면을 거의 다 채울 정도로 관심을 보이고 있다. 국민들 역시 신문을 통해 경기상황을 지켜보며 우리나라 선수들의 선전에 격려를...,2003-02-05 00:00:00
2003,3,전국 화창한 날씨 속 상춘객 출렁(전국종합),강원도 경포대와 낙산 등 동해안 관광지와 황태축제가 열리는 인제군 북면 용대리 등 설악권에는 1만여명의 넘는 관광객이 몰려 일대 도로가 극심한... 또 2003년 생활체육 야구대회가 열린 광주 무등경기장에도 1천여명의 관중이 몰려 야구경기를 보며 한주간 쌓인 긴장과 스트레스를 풀었다....,2003-03-02 00:00:00
2003,3,[독자의 목소리] 순수한 전통 소싸움 문화 돈 내기로 변질되지 않길,"물론 과도한 투기를 막기 위해 한 경기에 걸 수 있는 판돈을 1인당 10만원 미만으로 제한하고는 있지만 과연 그대로 지켜질 지 의문이다. 자칫 우리의 전통문화를 내기문화로 변모시킬 위험성이 높아 꺼림칙하기만 하다. 특히 소싸움은 현재 경북 청도와 경남 진주,전북 정읍 등에서 매년 지역문화축제로 성대하게...",2003-03-02 00:00:00
2003,3,참혹한 피의 향연 '투우',▲ 경기장을 한바퀴 돌며 ⓒ2003 홍경선 단 두시간동안 무려 6마리의 소가 모두의 구경거리가 된 채 피를 쏟아내며 죽어갔다. 그 누구도 이에 슬퍼하지 않았다. 오히려 흥분에 겨워 환호성을 질러댔다. 하지만 두시간 동안 펼쳐진 피의 축제를 나무라는 사람은 그 어디에도 없었다. 목축의 신에게 제사를 드리던...,2003-03-03 00:00:00
2003,3,이탈리아 '오렌지 전투'축제,마을 청년과 관광객 수백명은 서로 편을 가른 뒤 서로 오렌지를 던지며 상대편을 맞추는 경기를 벌였습니다. 올해 축제를 위해 3.6톤에 이르는 오렌지가 준비 됐습니다. 이 축제는 마을의 활력과 공동체 의식을 다지기 위해 매년 이맘때 열리는 데 이를 보기 위해 수많은 관광객들이 몰리고 있습니다.,2003-03-03 00:00:00
2003,3,[2003 배구슈퍼리그 대회 결산] 삼성화재―현대건설 ‘그들만의 축제’,"결과가 뻔히 예상되는 경기를 팬들은 외면할 수 밖에 없었고 그 결과 대부분 무료입장이었는데도 관중석은 좀처럼 활기를 찾지 못했다. 결승전도 예외는... 대학부는 지난해 4위권 전력이었던 성균관대가 인하대,경기대를 연파한 뒤 결승서 한양대와 접전을 펼쳐 올해 대혼전을 예고했다. ◇대회운영 미숙과...",2003-03-03 00:00:00
2003,3,"""봉사할 때가 가장 즐거워요!""",국내에서는 경기도 문예회관 (경기도 내 보육원생)과 서울 뚝섬공원 (정신지체 장애아) 영등포 교도소. 안양문예회관(경로위안잔치). 평촌 중앙공원 (부부축제). 수원 매원중학교 (축제)... 등등 16차 시범에 참가 인원만도 수백 명부터 수천 명에 이르기까지 감동을 주고 있다. 세계선교에는 워십과 찬양이...,2003-03-04 00:00:00
2003,3,［해외축제］열기구 올라가고 물가 내려가고,"뉴질랜드 웰링턴의 남동쪽에 있는 와이라라파에서는 26일부터 30일까지 제5회 국제열기구축제가 열린다. 해마다 열기구 경기와 각종 이벤트에 참여하기 위해 전세계에서 모여든 파일럿과 관광객들로 인산인해를 이룬다. 불꽃놀이, 음악회 등 흥겨운 행사와 함께 형형색색의 열기구들을 구경할 수 있다....",2003-03-05 00:00:00
2003,3,남양주 세계야외공연축제 중단 위기,"대책위는 ""5월로 예정된 축제에 경기도 등으로부터 행사 지원금이 확정됐음에도 불구하고 남양주시는 예산 배정도 안 한 채 지금껏 축제 집행위원회와 공식 협의도 않고 있어 행사가 위기에 처했다""고 밝혔다. 대책위는 또 ""특히 지금껏 침묵하던 시가 행사를 두 달여 앞두고 시기와 장소, 행사 주체 등을 바꿔 새...",2003-03-05 00:00:00
2003,3,[인천/경기]부평풍물축제 5월말로 앞당겨,"인천지역의 대표적인 축제로 자리잡은 ‘부평풍물축제’의 개최일이 올해부터 10월 초에서 5월 말로 변경됐다. 인천 부평구와 부평풍물축제위원회는 부평풍물축제를 5월 29일부터 6월 1일까지 4일 동안 열기로 했다고 5일 밝혔다. 축제위원회는 5월 29일과 30일 각종 공연과 경연대회를, 31일부터 6월 1일까지...",2003-03-05 00:00:00
2003,3,워매! 노란물 들것네… 후두둑 터진 봄,"노랗게 피어나는 산수유 가득한 전남 구례와 환상적인 동굴의 도시 강원 삼척의 환선굴, 서울 근교이면서 드라이브를 겸할 수 있는 다산마을 경기 남양주... 이 마을에서는 3월21일부터 3일간 ‘산수유축제’가 열려 봄을 알리는 합창제와 산수유 꽃길 거닐기 등 다양한 행사가 펼쳐진다. 또 구례는 아이들과 온...",2003-03-06 00:00:00
2003,4,<연극소식> 극단 얼 아리 「미친놈...」 공연 외,"▲한국민족예술인총연합(민예총) 경기지회가 주최하는 '2003 경기국제인형극제'가 4월 15-29일 경기문화재단 연습실에서 이 축제 워크숍을 연다. 인형극 개론에서부터 인형 만들기, 발성 연습 등을 배워 축제에서 직접 인형극 한 편을 공연하게 된다. 4월 13일까지 신청자를 접수하며 강사는 꾸러기...",2003-04-01 00:00:00
2003,4,<빈 필하모닉 오케스트라 내한공연>,"악장 중간에 터지는 박수, 연주의 마지막 여운이 채 가시기도 전에 외치는 환호 등은 바로 전날까지 같은 장소에서 국내 오케스트라들의 무대로 열린 교향악축제를 보러 왔던 관객들의 매너만 못하다는 생각이 들었다. 서울에서의 첫 공연을 마친 빈 필은 이어 4월 1일 오후 상암동 월드컵 경기장에서 야외공연을...",2003-04-01 00:00:00
2003,4,[수도권 가볼만한 벚꽃 명소] 도심에서 들어봐요 ‘봄의 花音’,"경기도는 올해도 벚꽃 만개 시기인 4∼13일까지 청사를 개방하고 4∼8일엔 문화예술행사 위주의 ‘경기도청 벚꽃동산 작은축제’를 개최한다. 첫날엔 고적대 퍼레이드와 사물놀이 공연으로 축제 시작을 알리고,둘쨋날엔 도립예술단의 목관·현악앙상블과 금관앙상블팀이 감미로운 봄의 선율을...",2003-04-01 00:00:00
2003,4,"[동정] ""제재소에서 국내 1위 목재기업으로""",회사가 좋아지자 승 사장은 바로 퇴직자 들을 다시 불러들였다. 직원들과 늘 함께한다는 생각에서 동화기업은 창립기념 행사를 4일 인천실내체육관을 빌려 직원 750명과 함께 축구 등 각종 운동경기를 함께 즐기는 한마음 대축제로 벌일 예정이다.,2003-04-01 00:00:00
2003,4,제주봄대축제,왕벚꽃축제와 유채꽃잔치를 통합한 '2003 제주봄대축제'가 4∼6일 제주시 종합경기장 등 시내 일원에서 열린다. (사진은 지난해 열렸던 왕벚꽃축제 기간에 주 행사장인 종합경기장 왕벚꽃길을 산책하는 시민들),2003-04-02 00:00:00
2003,4,[크리스천 플라자] 현인섭 목사(인천 성민교회 담임) 外,▲김창배 목사(서울신광교회)=3일까지 ‘위기에서 살 길’을 주제로 열리는 보령시 기독교 연합성회를 인도한 후 7∼11일 경기도 수동기도원에서 산상성회를 인도한다. ▲조봉희 목사(지구촌교회)=13∼15일 서울 신정7동 지구촌교회에서 ‘지구촌 전도축제’를 연다. 강사는 할렐루야교회 김상복 목사가...,2003-04-02 00:00:00
2003,4,‘단종 어가 납시오’단종제,"단종제는 강원도에서는 강릉 단오제와 함께 가장 많은 관광객들이 모이는 전통문화축제다. 주민을 포함해 해마다 3만~4만명이 단종제를 참관한다.... 부대행사는 크게 단종과 정순왕후 가례, 어가행렬, 칡줄 줄다리기, 왕후선발대회, 민속경기마당 등으로 나눠 열린다. 청령포 노산대에서 한양을 보며...",2003-04-02 00:00:00
2003,4,‘우도의 봄은 온통 초록빛’꽃섬 제주도,"벚꽃 축제장인 종합경기장 일대, 서귀포 시내, 외돌개, 북제주 중산간도로 등 40여곳의 길로 모두 합치면 114㎞나 된다. 따뜻한 서귀포나 시내 쪽은 지금이 벚꽃 절정기. 해마다 4월5일을 전후해 꽃축제가 열렸는데 올해는 기온이 따뜻해 꽃이 일찍 피었다. 축제에 맞추기 위해 벚나무에 얼음찜질을 해서 개화를...",2003-04-02 00:00:00
2003,4,[알뜰살뜰 봄쇼핑] 할인점 : 가격경쟁 다시 점화,"매달 1번 정도 실시하던 판촉 행사도 소비경기 침체로 올들어 2회로 늘어났다. ""전품목 최저가 상품전"" ""1백대 에누리쿠폰 대축제"" 등 이름도 다양하다. ""짠"" 소비자라면 이같은 행사를 적절하게 이용하는 것은 기본이다. 조금이라도 더 싸게 살 수 있는 노하우도 알아 두면 좋다. <> 타임 세일을 노려라...",2003-04-02 00:00:00
2003,4,[음악]빈 필하모닉오케스트라 상암 월드컵경기장 공연,축구경기장에 관현악 연주를 들으러 오는 관객은 그 연주의 성취도보다는 축제적인 ‘이벤트성’에 더 관심이 많을 것이다. 그러나 1일 서울 마포구 상암동 서울월드컵경기장에서 열린 빈 필하모닉오케스트라의 관객은 기대보다 더 많은 것을 거둘 수 있었다. 한 세기반이 넘는 전통을 가진 이 세계 정상의...,2003-04-02 00:00:00
2003,5,벌써 설레는 어린이날,"밤에는 공원을 밝히는 화려한중국 등축제도 볼거리다. (042)864-3311. △대전동물원=4~5일 축제기간 동안 뮤지컬, 어린이 댄스경연대회, 고적대... △충남 어린이큰잔치=충남도가 여는 어린이 큰잔치가 5월3일 보령종합경기장에서열린다. 길놀이 농악과 행글라이더 시범, 레크리에이션 등 식전행사와...",2003-05-01 00:00:00
2003,5,[사스]지자체 봄꽃 축제 사스로 잇단 취소,지방자치단체의 봄꽃 축제가 경기 침체와 사스(중증 급성호흡기증후군) 여파등으로 잇따라 취소 또는 축소되고 있다. 경기 남양주시는 해마다 5월 초 열었던 ‘축령산 철쭉제’를 올해는 열지 않기로했다. 시는 올해 4500만원을 들여 수동면 외방리 축령산 일대에서 마을 주민과등산객을 상대로 이틀간 축제를...,2003-05-01 00:00:00
2003,5,"5월 황금휴가, 부담없이 문화콘텐츠를 즐기자",봄 축제를 개최한다. 디지털국립극장(http://www.ntok.go.kr)을 참조하면 상세한 일정을 볼 수 있다. 서울종합촬영소도 4일과 5일 양일간 임권택 감독의 ‘취화선’ 세트 촬영지였던 경기도 남양주시 서울종합촬영소 민속마을세트에서 ‘장승업 따라하기’ 행사를 개최한다. 조선시대 천재화가 장승업의...,2003-05-01 00:00:00
2003,5,[가정의 달 선물] 선물 고르고 이벤트 즐기고…,"본점 잠실 영등포 분당 관악 강남 인천점에서는 8일까지 '유명골프 선물상품 대축제'를 열어 울시 슈페리어 레노마 로베르따 엘로드 등 유명... NBA농구경기(100명), 프레스코 5만원 가족 식사권(100명) 등을 나눠준다. ■그랜드백화점■ 일산 수원점은 5일까지 각종 완구류를 40~50% 할인 판매하고 의류나...",2003-05-01 00:00:00
2003,5,"[베스트 10선] ""세계 명품차 직접 경험할 기회""",""" 손을래 한국수입자동차협회 회장은 올해로 두번째를 맞는 수입차 모 터쇼가 국내 대중과 수입차간의 벽을 허무는 축제의 장이 되길 바란 다고 밝혔다.... ▲ 2005년 경기도 고양시 한국국제전시장(KINTEX)에서 열리는 모터쇼 는 국산차와 수입차가 함께 참가하는 것으로 한국자동차협회와 함께 원론적 합의를...",2003-05-01 00:00:00
2003,5,[대구/경북]동심으로 여는 '푸르른 5월',"월드컵경기장에서는 동요부르기, 생활클래식 공연 등 ‘어린이를 위한 열린 음악회’가 열린다. 19일 ‘성년의 날’에는 올해 만 20세를 맞는 청소년과 일반 시민 500여명이 대구 향교에서 제31회 성년의 날 기념식에 이어 전통 성년례 시연 및 축하행사가 열린다. 대구시 관계자는 “5월에 열리는 다양한 축제...",2003-05-01 00:00:00
2003,5,"[인천/경기]""엄마 아빠 손잡고 신나는 하루"" 이벤트 풍성","문학경기장에서는 지난해 열린 월드컵 한국경기 하이라이트와 길거리 응원전을 대형전광판으로 보여준다. 인천북부소방서는 소방안전축제를 개최한다. 소화기 사용방법과 응급처치, 고층건물 대피요령 등을 배울 수 있으며 특수소방차를 탈 수 있다. 또 119 구조대원의 시범 훈련과 함께 소방영화가...",2003-05-01 00:00:00
2003,5,"[대전/충남]""어디로 갈까""…어린이날 이벤트 풍성","042-863-8763 ▽충남 어린이큰잔치=충남도 주관으로 3일 보령종합경기장에서 열린다. 길놀이 농악, 행글라이더 시범, 레크리에이션, 군악대 연주, 축포발사, 특공무술 및 낙하산, 의장대 시범, 사자놀이, 119구조대 구조시범, 아기돼지잡기 등의 행사가 펼쳐진다. 042-257-9011 ▽대전동물원=4∼5일 축제기간 동안...",2003-05-01 00:00:00
2003,5,‘어린이날’ 다채로운 볼거리 풍성,◇ 양주 문화축제=경기 양주군 유양리 별산대놀이마당에서 양주 별산대놀이와소놀이굿 등 전통극 무형문화재 3편을 어린이와 함께 한꺼번에 감상할 수 있는기회다. 4일 오전 11시부터 7시간 동안 무대에 올라 해학과 풍자의 한마당이펼쳐진다. (031)820-2871. ◇ ‘칙칙폭폭 기차와 함께하는 환경축제’...,2003-05-02 00:00:00
2003,5,넘치는 축제에 주말이 짧다,"● 전주 풍남제=전북 전주의 대표적인 축제로 올해 제45회를 맞는다. 1~8일 전주경기전과 한옥마을 일대에서 펼쳐진다. 씨름대회, 새싹한마당, 즐거운 민속놀이,인간조각 퍼포먼스 등의 행사가 진행된다. (063)281-2515. ● 남원 춘향제=73번째인 춘향제가 4~8일 남원 일대에서 전개된다. 이 축제는1999~2003년...",2003-05-02 00:00:00
2003,6,"[거래소] 한국타이어 ""스포츠마케팅강화..북미공략""",한국타이어가 역점을 두고 실시하고 있는 스포츠마케팅은 북미 최고 인기 스포츠인 메이저리그(MLB) 경기장 홈플레이트 펜스광고(Home Plate)... SCCA대회는 북미 최대의 모터스포츠 축제로 한국타이어는 참가 팀들에게 타이어를 판매함으로써 자사의 기술력을 북미시장에 알리는 것은 물론 수출증대에도...,2003-06-01 00:00:00
2003,6,[수도권]올 가을 廣州는 코스모스 물결,"경기 광주지역 주요 도로변 전체가 올 가을 코스모스로 뒤덮인다. 광주시는 9월1일부터 두 달 동안 열릴 제2회 세계도자비엔날레와 제6회 왕실도자기 축제를 앞두고 국도 62km와 지방도 113km, 시도 65km 등 240km의 도로에 코스모스를 심을 계획이다. 이를 위해 시는 5월 중순경 광남동 1180평 규모의...",2003-06-01 00:00:00
2003,6,가이사랑 길거리 가족농구대회,▲ 농구경기 장면 ⓒ2003 김자윤 아파트 주차장에 차가 사라지고 때아닌 축제 한마당이 열렸다. 5월 마지막 토요일(31일) 오후 전남 여수시 미평동에 있는 선경3차 아파트에서는 '가족사랑·이웃사랑 길거리 가족농구대회'가 우리나라에서 최초로 열렸다. 멀어져 가는 가족사랑과 이웃사랑을 되찾는 것을...,2003-06-02 00:00:00
2003,6,<부천 중흥고 학생들의 경로잔치>,"경기도 부천 중흥고등학교 학생들이 수년째 경로잔치를 벌이고 봉사활동에 나서 화제가 되고 있다. 중흥고 학생들은 최근 마을 노인 300여명을 초청해... 학교축제기간(5월 28∼29일)에 행사를 열고 있다. 특히 총학생회 회장인 3학년 박은수(18)군을 비롯해 강도연, 김재영, 조상훈, 오국환 등 3학년 학생 5명이...",2003-06-02 00:00:00
2003,6,"H몰, 월드컵 1주년 기념 할인쿠폰 행사","현대홈쇼핑의 인터넷쇼핑몰 H몰(www.Hmall.com)은 월드컵 1주년을 기념, 오는 4일부터 29일까지 할인쿠폰 대축제를 연다. 행사에서는 지난해 우리나라 대표팀 월드컵경기 결과에 따라 할인쿠폰을 차등 지급한다. 폴란드, 포르투갈, 이탈리아, 스페인전에서 이긴 4일, 14일, 18일, 22일에는 매일 7천원권과 7...",2003-06-02 00:00:00
2003,6,학생들에게 기쁨 주는 '선생님 그룹사운드',“학생들에게 딱딱한 교사들의 이미지가 아닌 자연스러운 모습을 보여주고 즐거움을 주기 위해 시작하게 됐습니다. ” 경기도 파주시 파주읍에 위치한... 이들은 지난 5월 열렸던 교내 축제에서 화려한 데뷔무대를 가졌다. 이날 연주를 통해 학생들로부터 열렬한 호응을 받았다. 결성 당시 '축제 때 학생들에게...,2003-06-02 00:00:00
2003,6,"'통일' 유니버시아드의 꿈, 이뤄지나",대학생들의 축제 유니버시아드(이하 유대회)에 관심을 집중하고 있다. 유대회 조직위 관계자들의 잇따른 방문과 통일부 관계자까지 북한의 참가의사가... ▲ 부산아시안게임 당시 북한응원단 ⓒ2003 권우성 또 시민연대는 북한 선수단이 방문하는 시기를 기점으로 범시민 응원계획의 일환으로 1시민 1경기 응원...,2003-06-02 00:00:00
2003,6,"축구 청소년대표, 미국에 통쾌한 승리",▲ 이날 경기에서 2골을 넣어 수훈을 세운 양동현 선수. ⓒ2003 배문수 축제의 서막을 올리고 한국은 후반전 컨디션이 좋지 않은 이용래를 이상협과 교체시키며 본격적인 골사냥에 돌입한다. 이용래가 빠르게 상대 수비진을 흐트러뜨리는 선수라면 이상협은 정확한 왼발킥으로 찬스를 만드는 선수. 시종일관...,2003-06-02 00:00:00
2003,6,레이싱팀 '이스트필름-이레인' 아세요?,"또, 자동차 경주 대회가 끝나면 경기장에 대형 스크린을 통해 영화 상영 등 영화 축제 한마당을 펼쳐 모터스포츠 팬들에게 서비스를 제공하겠다는 방침이다. 사소한 이익에 얽매이지 않고 정당한 승부를 통해 모든 이에게 희망을 주고 싶다는 이스트필름-이레인팀은 앞으로 2-3년간 자체 운영하고, 이 후...",2003-06-02 00:00:00
2003,6,<금주의 평화캘린더>한·우루과이 평가전 거리응원 절정 이룰듯,8일 홍대앞에서는 1일에 이어 두번째로 평화의거리 축제가 열린다. 8일 오후 7시 서울 상암경기장에서 열리는 한국-우루과이 축구 평가전 거리응원은 ‘대~한민국’의 함성속에 하나됨의 분위기가 절정을 이룰 전망이다. 광화문 고려빌딩 문화일보 전광판 앞과 신촌로터리에서 펼쳐질 이번 거리응원전은...,2003-06-02 00:00:00
2003,7,<여름방학 어린이.가족공연 풍성>,"합창 축제는 29일부터 8월 2일까지 역시 소극장 무대에 오를 예정이다. 이와함께 22일부터 31일까지는 총 5회에 걸쳐 수상스키, 수영 강습, 산악 오토바이 트래킹, 캠프파이어 등 다양한 프로그램으로 꾸며지는 '어린이 써머 문화&레저 캠프'가 세종문화회관과 경기도 가평 블루벨리 리조트에서 열리게...",2003-07-01 00:00:00
2003,7,<50일 앞으로 다가 온 대구 U대회>,"준비 순조롭게 추진, 문화행사 다양 대구시.경북도, 대회 붐 조성 나서 세계 대학생들의 스포츠 축제인 대구하계유니버시아드(8월21일-31일)가 50일(2일) 앞으로 바짝 다가왔다. 대구시와 경북도는 대회조직위원회와는 별도는 U대회를 대구.경북지역민들의 화합과 경기 활성화를 위한 전환점으로 삼고 세계...",2003-07-01 00:00:00
2003,7,"아이다의 비극적 사랑, 서울 잠실벌 울린다","베르디의 ‘아이다’는 지금까지 베로나 원형경기장에서만 총 423회나 공연된 이 축제의 대표작이다. 서울공연은 사상 유례가 없는 빅 오페라가 될 전망이다. 무대는 베로나 원형경기장의 두배 정도며 길이 100여m. 극중 말과 낙타,코끼리 등 동물들과 1000여명이 넘는 출연진이 이탈리아에서 날아오며...",2003-07-01 00:00:00
